station_id,name,station_code,service_provider_name,latitude,longitude,route_id,route_name,line_number,line_colour,colour_hex_code,region,odonym,namesake,opened
190,Sungai Jernih,KG33,Rapid KL,3.00095,101.78386,KG,Kajang Line,9,Green,#008000,Klang Valley,,,
191,Stadium Kajang,KG34,Rapid KL,2.99451,101.78634,KG,Kajang Line,9,Green,#008000,Klang Valley,,,
192,Kajang,KG35,Rapid KL,2.98278,101.79028,KG,Kajang Line,9,Green,#008000,Klang Valley,,,
193,KL Sentral,KS01,Keretapi Tanah Melayu,3.132675,101.687891,KS,Skypark Link,10,Brown,#A52A2A,Klang Valley,,,
194,Subang Jaya,KS02,Keretapi Tanah Melayu,3.08466,101.588127,KS,Skypark Link,10,Brown,#A52A2A,Klang Valley,,,
195,Terminal Skypark,KS03,Keretapi Tanah Melayu,3.13442,101.55543,KS,Skypark Link,10,Brown,#A52A2A,Klang Valley,,,
196,Sunway-Setia Jaya,SB1,Rapid Bus,3.08292,101.61228,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
197,Mentari,SB2,Rapid Bus,3.07613,101.61023,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
198,Sunway Lagoon,SB3,Rapid Bus,3.07065,101.61079,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
199,Sunmed,SB4,Rapid Bus,3.06554,101.60861,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
200,SunU Monash,SB5,Rapid Bus,3.0653,101.60161,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
201,South Quay-USJ1,SB6,Rapid Bus,3.06162,101.59681,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
202,USJ7,SB7,Rapid Bus,3.05525,101.59198,SB,BRT Sunway Line,B1,Dark Green,#1E4D2B,Klang Valley,,,
203,Sungai Buloh,PY04,Rapid KL,3.206333,101.581736,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
204,Kampung Selamat,PY03,Rapid KL,3.19727,101.5785,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
205,Kwasa Damansara,PY01,Rapid KL,3.17615,101.57205,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
206,Damansara Damai,PY05,Rapid KL,3.19976,101.59287,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
207,Sri Damansara Barat,PY06,Rapid KL,3.19822,101.60842,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
208,Sri Damansara Sentral,PY07,Rapid KL,3.19854,101.62113,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
209,Sri Damansara Timur,PY08,Rapid KL,3.20758,101.62859,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
210,Metro Prima,PY09,Rapid KL,3.20758,101.62859,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
211,Kepong Baru,PY10,Rapid KL,3.2116819,101.6481798,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
212,Jinjang,PY11,Rapid KL,3.20954,101.65579,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
213,Sri Delima,PY12,Rapid KL,3.2072,101.66556,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
214,Kampung Batu,PY13,Rapid KL,3.206,101.67514,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
215,Kentonmen,PY14,Rapid KL,3.19541,101.6796,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
216,Jalan Ipoh,PY15,Rapid KL,3.18934,101.68115,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
217,Sentul Barat,PY16,Rapid KL,3.17881,101.68516,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
218,Titiwangsa,PY17,Rapid KL,3.17446,101.69601,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
219,Hospital Kuala Lumpur,PY18,Rapid KL,3.17401,101.70172,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
220,Raja Uda,PY19,Rapid KL,3.16789,101.71093,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
221,Ampang Park,PY20,Rapid KL,3.16172,101.71797,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
222,Persiaran KLCC,PY21,Rapid KL,3.15691,101.71821,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
223,Conlay,PY22,Rapid KL,3.15069,101.71839,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
224,Tun Razak Exchange,PY23,Rapid KL,3.1428733,101.7199618,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
225,Chan Sow Lin,PY24,Rapid KL,3.12837,101.71659,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
226,Kuchai,PY27,Rapid KL,3.08962,101.6941,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
227,Taman Naga Emas,PY28,Rapid KL,3.07772,101.69952,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
228,Sungai Besi,PY29,Rapid KL,3.06383,101.70841,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
229,Serdang Raya Utara,PY31,Rapid KL,3.04177,101.70493,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
230,Serdang Raya Selatan,PY32,Rapid KL,3.02849,101.70749,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
231,Serdang Jaya,PY33,Rapid KL,3.0216,101.70893,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
232,UPM,PY34,Rapid KL,3.00848,101.70541,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
233,Taman Equine,PY36,Rapid KL,2.98932,101.67257,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
234,Putra Permai,PY37,Rapid KL,2.9831,101.66057,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
235,16 Sierra,PY38,Rapid KL,2.96528,101.65483,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
236,Cyberjaya Utara,PY39,Rapid KL,2.94924,101.65749,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
237,Cyberjaya City Centre,PY40,Rapid KL,2.93895,101.66563,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
238,Putrajaya Sentral,PY41,Rapid KL,2.93143,101.67147,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley,,,
239,Bandar Utama,JS1,Rapid KL,3.144418876,101.6181465,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
240,Kayu Ara,JS2,Rapid KL,3.135428534,101.6170146,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
241,BU11,JS3,Rapid KL,3.133471924,101.6049169,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
242,Damansara Idaman,JS5,Rapid KL,3.122534158,101.5941505,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
243,SS7,JS6,Rapid KL,3.106420683,101.5912029,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
244,Glenmarie,JS7,Rapid KL,3.095852204,101.5891855,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
245,Kerjaya,JS9,Rapid KL,3.082319047,101.5624195,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
246,Stadium Shah Alam,JS10,Rapid KL,3.079356864,101.5480906,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
247,Bandaraya Shah Alam,JS12,Rapid KL,3.069671102,101.5213147,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
248,UiTM,JS14,Rapid KL,3.062419515,101.5014841,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
249,Hospital Shah Alam,JS15,Rapid KL,3.067392682,101.4871655,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
250,Bandar Baru Klang,JS17,Rapid KL,3.062554962,101.465626,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
251,Pasar Besar Klang,JS18,Rapid KL,3.068467697,101.4507026,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
252,Jalan Meru,JS19,Rapid KL,3.058985137,101.4519429,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
253,Klang,JS20,Rapid KL,3.046913733,101.4469717,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
254,Taman Selatan,JS21,Rapid KL,3.026450343,101.442469,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
255,Sri Andalas,JS22,Rapid KL,3.015224548,101.4404414,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
256,Klang Jaya,JS23,Rapid KL,3.005072142,101.4420808,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
257,Bandar Bukit Tinggi,JS24,Rapid KL,2.993526149,101.4461748,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
258,Johan Setia,JS26,Rapid KL,2.975435809,101.4607181,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley,,,
259,Angrignon,G1,,45.446238,-73.60362,,Green Line,,Green,#5F8C55,Montreal,Boulevard Angrignon; Parc Angrignon,"Jean-Baptiste Angrignon, city councillor",03-09-1978
260,Monk,G2,,45.451051,-73.5932,,Green Line,,Green,#5F8C55,Montreal,Boulevard Monk,"James Monk, Quebec Attorney-General",03-09-1978
261,Jolicoeur,G3,,45.456914,-73.58206,,Green Line,,Green,#5F8C55,Montreal,Rue Jolicoeur,"Jean-Moïse Jolicoeur, parish priest",03-09-1978
262,Verdun,G4,,45.459359,-73.57183,,Green Line,,Green,#5F8C55,Montreal,Rue de Verdun; borough of Verdun,"Notre-Dame-de-Saverdun, France, hometown of Seigneur Zacharie Dupuis",03-09-1978
263,De L'Église,G5,,45.462874,-73.56696,,Green Line,,Green,#5F8C55,Montreal,Avenue de l'Église,Église Saint-Paul,03-09-1978
264,LaSalle,G6,,45.470906,-73.56614,,Green Line,,Green,#5F8C55,Montreal,Boulevard LaSalle,"Robert Cavelier de La Salle, French explorer, founder of Lachine",03-09-1978
265,Charlevoix,G7,,45.478395,-73.56937,,Green Line,,Green,#5F8C55,Montreal,Rue Charlevoix,"Pierre François Xavier de Charlevoix, French historian and explorer",03-09-1978
266,Lionel-Groulx,G8,,45.482757,-73.57993,,Green Line,,Green,#5F8C55,Montreal,Avenue Lionel-Groulx,"Fr. Lionel Groulx, Quebec historian",03-09-1978
267,Atwater,G9,,45.489679,-73.58631,,Green Line,,Green,#5F8C55,Montreal,Avenue Atwater,"Edwin Atwater, city councillor",14-10-1966
268,Guy–Concordia,G10,,45.495351,-73.57981,,Green Line,,Green,#5F8C55,Montreal,Rue Guy |Concordia University,"Étienne Guy, landowner |Concordia salus (Prosperity Through Concord), motto of Montreal",14-10-1966
269,Peel,G11,,45.500564,-73.57502,,Green Line,,Green,#5F8C55,Montreal,Rue Peel,"Robert Peel, British Prime Minister",14-10-1966
270,McGill,G12,,45.504069,-73.57153,,Green Line,,Green,#5F8C55,Montreal,McGill College Avenue; McGill University,"James McGill, Businessman",14-10-1966
271,Place-des-Arts,G13,,45.508037,-73.56834,,Green Line,,Green,#5F8C55,Montreal,Place des Arts cultural complex,Place des Arts cultural complex,14-10-1966
272,Saint-Laurent,G14,,45.510924,-73.56482,,Green Line,,Green,#5F8C55,Montreal,Boulevard Saint-Laurent,So-called as the old road to Saint-Laurent,14-10-1966
273,Berri–UQAM,G15,,45.514946,-73.56134,,Green Line,,Green,#5F8C55,Montreal,Rue Berri |Université du Québec à Montréal,"Simon Després dit Le Berry, land owner (1659) |Université du Québec à Montréal",14-10-1966
274,Beaudry,G18,,45.519546,-73.55719,,Green Line,,Green,#5F8C55,Montreal,Rue Beaudry,"Pierre Beaudry, landowner",21-12-1966
275,Papineau,G16,,45.524049,-73.55294,,Green Line,,Green,#5F8C55,Montreal,Avenue Papineau,"Joseph Papineau, Quebec politician (father of Louis-Joseph Papineau)",14-10-1966
276,Frontenac,G17,,45.532993,-73.55248,,Green Line,,Green,#5F8C55,Montreal,Rue Frontenac,"Louis de Buade de Frontenac, Governor General of New France",19-12-1966
277,Préfontaine,G19,,45.541717,-73.55422,,Green Line,,Green,#5F8C55,Montreal,Rue Préfontaine; Parc Raymond-Préfontaine,"Raymond-Fournier Préfontaine, mayor of Montreal",06-06-1976
278,Joliette,G20,,45.54689,-73.55113,,Green Line,,Green,#5F8C55,Montreal,Rue Joliette,"Barthélemy Joliette, founder of Joliette, Quebec",06-06-1976
279,Pie-IX,G21,,45.5542,-73.5515,,Green Line,,Green,#5F8C55,Montreal,Boulevard Pie-IX,Pope Pius IX,06-06-1976
280,Viau,G22,,45.561211,-73.54722,,Green Line,,Green,#5F8C55,Montreal,Rue Viau,"Charles-Théodore Viau, Quebec cookie magnate",06-06-1976
281,Assomption,G23,,45.569165,-73.54721,,Green Line,,Green,#5F8C55,Montreal,Boulevard de l'Assomption,Dogma of the Assumption of Mary,06-06-1976
282,Cadillac,G24,,45.576839,-73.54672,,Green Line,,Green,#5F8C55,Montreal,Rue de Cadillac,"Antoine Laumet de La Mothe, sieur de Cadillac, French explorer",06-06-1976
283,Langelier,G25,,45.58275,-73.54318,,Green Line,,Green,#5F8C55,Montreal,Boulevard Langelier,"François-Charles-Stanislas Langelier, mayor of Quebec City and Lieutenant Governor of Quebec",06-06-1976
284,Radisson,G26,,45.589156,-73.53942,,Green Line,,Green,#5F8C55,Montreal,Rue Radisson,"Pierre-Esprit Radisson, French explorer",06-06-1976
285,Honoré-Beaugrand,G27,,45.596409,-73.53542,,Green Line,,Green,#5F8C55,Montreal,Rue Honoré-Beaugrand,"Honoré Beaugrand, Quebec author and mayor of Montreal",06-06-1976
286,Côte-Vertu,O1,,45.514464,-73.6833,,Orange Line,,Orange,#D06D07,Montreal,Boulevard de la Côte-Vertu,"Notre-Dame-de-la-Vertu (Our Lady of Virtue), 18th-century name for the area",03-11-1986
287,Du Collège,O2,,45.508416,-73.67295,,Orange Line,,Orange,#D06D07,Montreal,Rue du Collège,"Collège Saint Laurent, former ecclesiastical college, now Cégep de Saint-Laurent, local cégep",09-01-1984
288,De La Savane,O3,,45.5003,-73.66161,,Orange Line,,Orange,#D06D07,Montreal,Rue de la Savane,savane — a savanna or Quebec French for swamp,09-01-1984
289,Namur,O4,,45.494891,-73.6529,,Orange Line,,Orange,#D06D07,Montreal,Rue Namur,"Namur, Belgium",09-01-1984
290,Plamondon,O5,,45.494376,-73.63783,,Orange Line,,Orange,#D06D07,Montreal,Avenue Plamondon,"Antoine Plamondon, Quebec painter, or Rodolphe Plamondon, Quebec lyric artist",29-01-1982
291,Côte-Sainte-Catherine,O6,,45.492307,-73.63286,,Orange Line,,Orange,#D06D07,Montreal,Chemin de la Côte-Sainte-Catherine,"Côte Sainte-Catherine, 18th century name for area of Outremont",04-01-1982
292,Snowdon,O7,,45.48695,-73.62741,,Orange Line,,Orange,#D06D07,Montreal,Rue Snowdon; Snowdon neighbourhood,Name of area's former landowner,7/09/1981 
293,Villa-Maria,O8,,45.47965,-73.61971,,Orange Line,,Orange,#D06D07,Montreal,Villa-Maria High School,"Latin form of ""Ville-Marie"", former name of Montreal",07-09-1981
294,Vendôme,O9,,45.473921,-73.60373,,Orange Line,,Orange,#D06D07,Montreal,Avenue de Vendôme,Likely from the French Dukes of Vendôme,07-09-1981
295,Place-Saint-Henri,O10,,45.477191,-73.58666,,Orange Line,,Orange,#D06D07,Montreal,Place Saint-Henri,"A parish church named for Saint Henry II, to commemorate Fr. Henri-Auguste Roux",28-04-1980
296,Lionel-Groulx,O11,,45.482097,-73.58071,,Orange Line,,Orange,#D06D07,Montreal,Avenue Lionel-Groulx,"Fr. Lionel Groulx, Quebec historian",28-04-1980
297,Georges-Vanier,O12,,45.488977,-73.57651,,Orange Line,,Orange,#D06D07,Montreal,Boulevard Georges-Vanier,"Georges Vanier, Governor General of Canada",28-04-1980
298,Lucien-L'Allier,O13,,45.494993,-73.57097,,Orange Line,,Orange,#D06D07,Montreal,Rue Lucien-L'Allier,"Lucien L'Allier, Quebec engineer, designer of the Metro",28-04-1980
299,Bonaventure,O14,,45.498269,-73.56709,,Orange Line,,Orange,#D06D07,Montreal,Place Bonaventure,"Gare Bonaventure, in turn for former Rue Bonaventure; St Bonaventure, Italian cleric",13-02-1967
300,Square-Victoria–OACI,O15,,45.502033,-73.56312,,Orange Line,,Orange,#D06D07,Montreal,Square Victoria |International Civil Aviation Organization,Queen Victoria |Nearby headquarters of ICAO,06-02-1967
301,Place-d'Armes,O16,,45.506063,-73.55976,,Orange Line,,Orange,#D06D07,Montreal,Place d'Armes,Historical rallying point for city's defenders,14-10-1966
302,Champ-de-Mars,O17,,45.510082,-73.55642,,Orange Line,,Orange,#D06D07,Montreal,Champ de Mars Park,"Common term for military exercise ground (Mars, god of war)",14-10-1966
303,Berri–UQAM,O18,,45.515757,-73.56178,,Orange Line,,Orange,#D06D07,Montreal,Rue Berri |Université du Québec à Montréal,"Simon Després dit Le Berry, land owner (1659) |Université du Québec à Montréal",14-10-1966
304,Sherbrooke,O19,,45.518654,-73.56809,,Orange Line,,Orange,#D06D07,Montreal,Rue Sherbrooke,"John Coape Sherbrooke, Governor General of British North America",14-10-1966
305,Mont-Royal,O20,,45.524718,-73.58144,,Orange Line,,Orange,#D06D07,Montreal,Avenue du Mont-Royal,Mount Royal,14-10-1966
306,Laurier,O21,,45.528224,-73.58861,,Orange Line,,Orange,#D06D07,Montreal,Avenue Laurier,"Wilfrid Laurier, Prime Minister of Canada",14-10-1966
307,Rosemont,O22,,45.531567,-73.59741,,Orange Line,,Orange,#D06D07,Montreal,Boulevard Rosemont; Rosemont neighbourhood,"Named by developer U.-H. Dandurand for his mother, née Rose Phillips",14-10-1966
308,Beaubien,O23,,45.535146,-73.60458,,Orange Line,,Orange,#D06D07,Montreal,Rue Beaubien,Prominent landowning family,14-10-1966
309,Jean-Talon,O24,,45.539233,-73.61383,,Orange Line,,Orange,#D06D07,Montreal,Rue Jean-Talon,"Jean Talon, intendant of New France",14/10/1966 
310,Jarry,O25,,45.543241,-73.62866,,Orange Line,,Orange,#D06D07,Montreal,Rue Jarry,"Stanislas Blénier dit Jarry père, landowner",14-10-1966
311,Crémazie,O26,,45.546086,-73.63883,,Orange Line,,Orange,#D06D07,Montreal,Boulevard Crémazie,"Octave Crémazie, Québécois poet",14-10-1966
312,Sauvé,O27,,45.550862,-73.6557,,Orange Line,,Orange,#D06D07,Montreal,Rue Sauvé,Name of a landowner,14-10-1966
313,Henri-Bourassa,O28,,45.554477,-73.66815,,Orange Line,,Orange,#D06D07,Montreal,Boulevard Henri-Bourassa,"Henri Bourassa, Quebec journalist and politician",14-10-1966
314,Cartier,O29,,45.559843,-73.68202,,Orange Line,,Orange,#D06D07,Montreal,Boulevard Cartier,"Sir George-Étienne Cartier Quebec politician, Father of Confederation",28-04-2007
315,De La Concorde,O30,,45.560685,-73.70956,,Orange Line,,Orange,#D06D07,Montreal,Boulevard de la Concorde,Place de la Concorde in Paris,28-04-2007
316,Montmorency,O31,,45.558286,-73.72153,,Orange Line,,Orange,#D06D07,Montreal,Collège Montmorency,"François de Montmorency-Laval, first Roman Catholic Bishop of Quebec and landowner of Île Jésus (Laval)",28-04-2007
317,Snowdon,B1,,45.486948,-73.62734,,Blue Line,,Blue,#3465B4,Montreal,Rue Snowdon; Snowdon neighbourhood,Name of area's former landowner,4/01/1988 
318,Côte-des-Neiges,B2,,45.496651,-73.62349,,Blue Line,,Blue,#3465B4,Montreal,Chemin de la Côte-des-Neiges; Côte-des-Neiges neighbourhood,Former Village of Côte-des-Neiges; name Notre-Dame-des-Neiges (Our Lady of the Snows) dates to 18th century,04-01-1988
319,Université-de-Montréal,B3,,45.503452,-73.61756,,Blue Line,,Blue,#3465B4,Montreal,Université de Montréal,Université de Montréal,04-01-1988
320,Édouard-Montpetit,B4,,45.510131,-73.61256,,Blue Line,,Blue,#3465B4,Montreal,Boulevard Édouard-Montpetit,"Édouard Montpetit, Quebec lawyer, economist and academic",04-01-1988
321,Outremont,B5,,45.520087,-73.6149,,Blue Line,,Blue,#3465B4,Montreal,Avenue Outremont; borough of Outremont,"Named for a prominent estate (Outremont means ""other side of the mountain"")",04-01-1988
322,Acadie,B6,,45.52322,-73.62377,,Blue Line,,Blue,#3465B4,Montreal,Boulevard de l'Acadie,Commemorates bicentennial of the expulsion of the Acadians,28-03-1988
323,Parc,B7,,45.530434,-73.62445,,Blue Line,,Blue,#3465B4,Montreal,Avenue du Parc,Mount Royal Park,15-06-1987
324,De Castelnau,B8,,45.535284,-73.62003,,Blue Line,,Blue,#3465B4,Montreal,Rue de Castelnau,"Édouard de Castelnau, French soldier",16-06-1986
325,Jean-Talon,B9,,45.539497,-73.61335,,Blue Line,,Blue,#3465B4,Montreal,Rue Jean-Talon,"Jean Talon, intendant of New France",16/06/1986 
326,Fabre,B10,,45.546727,-73.60792,,Blue Line,,Blue,#3465B4,Montreal,Rue Fabre,"Édouard-Charles Fabre, first Roman Catholic Bishop of Montreal",16-06-1986
327,D'Iberville,B11,,45.553078,-73.60227,,Blue Line,,Blue,#3465B4,Montreal,Rue d'Iberville,"Pierre Le Moyne d'Iberville, Quebec explorer, founder of Louisiana",16-06-1986
328,Saint-Michel,B12,,45.559813,-73.59994,,Blue Line,,Blue,#3465B4,Montreal,Boulevard Saint-Michel; neighbourhood of Saint-Michel,Saint Michael; long-standing name,16-06-1986
329,Berri–UQAM,Y1,,45.515027,-73.56126,,Yellow Line,,Yellow,#F1CE00,Montreal,Rue Berri |Université du Québec à Montréal,"Simon Després dit Le Berry, land owner (1659) |Université du Québec à Montréal",01-04-1967
330,Jean-Drapeau,Y2,,45.512435,-73.53317,,Yellow Line,,Yellow,#F1CE00,Montreal,Parc Jean-Drapeau,"Jean Drapeau, late ex-mayor of Montreal",01-04-1967
331,Longueuil–Université-de-Sherbrooke,Y3,,45.524966,-73.52197,,Yellow Line,,Yellow,#F1CE00,Montreal,"City of Longueuil |Université de Sherbrooke, Longueuil campus, in Édifice Saint-Charles","Probably for a town in Normandy |Université de Sherbrooke, Longueuil campus, in Édifice Saint-Charles",01-04-1967
332,Eunos MRT Station,EW7,,1.319778952,103.9032339,EWL,East West Line,,Green,#009530,Singapore,,,
333,Chinese Garden MRT Station,EW25,,1.342352821,103.7326244,EWL,East West Line,,Green,#009530,Singapore,,,
334,Khatib MRT Station,NS14,,1.41738337,103.83298,NSL,North South Line,,Red,#dc241f,Singapore,,,
335,Kranji MRT Station,NS7,,1.425177699,103.7621874,NSL,North South Line,,Red,#dc241f,Singapore,,,
336,Redhill MRT Station,EW18,,1.289562726,103.8168209,EWL,East West Line,,Green,#009530,Singapore,,,
337,Yew Tee MRT Station,NS5,,1.397535018,103.7474307,NSL,North South Line,,Red,#dc241f,Singapore,,,
338,Pioneer MRT Station,EW28,,1.337586882,103.6973586,EWL,East West Line,,Green,#009530,Singapore,,,
339,Commonwealth MRT Station,EW20,,1.302438735,103.7983136,EWL,East West Line,,Green,#009530,Singapore,,,
340,Paya Lebar MRT Station,EW8,,1.318112082,103.8930446,EWL,East West Line,,Green,#009530,Singapore,,,
